5000
2391	2231	328097
27946	49517	332659
62532	2510	335538
3316	15044	327859
49732	47108	333464
37126	16561	339020
3752	35744	329261
42838	48036	331499
32489	27619	326909
44023	47566	332172
26967	57643	335915
8547	37783	324121
40689	81	331754
41415	62226	335226
19385	29787	338964
6813	9909	341044
60024	15908	324816
44047	27874	329146
12570	8486	334788
18448	54986	321598
34971	36193	331825
63529	37606	328353
63124	52595	341006
34723	57772	336272
9314	11091	325962
30352	38803	340783
36557	22006	333451
63507	44486	333891
52631	42114	325450
10905	17495	336536
55914	25918	323525
15533	60632	334098
60794	38646	334596
39674	30840	325978
29215	2319	329061
52687	38810	334715
62555	24143	338108
54406	38060	326266
12308	50174	334034
43974	14359	332693
27599	50707	333434
61664	55591	332388
20085	18754	338320
43976	30690	327820
16646	6134	332106
49296	38741	329988
7203	61683	329631
28064	34843	329694
29980	36220	328965
60126	23482	322070
4476	27934	323215
20614	23602	331135
32256	33578	328138
43403	24412	323771
53402	44272	332028
49531	56453	325399
42204	23317	331323
21303	58543	324925
47584	14390	336438
41060	39430	334783
5443	8595	324599
20300	34986	336522
19116	50432	340741
26737	26120	336599
34510	16320	322799
39068	43380	330136
33472	55851	328519
59288	27328	322298
38711	27750	334939
30420	11857	335902
52851	26051	326159
27770	29292	338526
13500	17578	337656
28066	53565	325933
14656	23820	339817
33014	37827	336294
5570	43732	337594
56472	53602	333045
1911	26886	336478
6718	29197	331718
36666	41203	337934
60265	14010	322772
26031	8287	329983
53776	39947	325011
10669	4557	331073
18687	50838	323019
14549	36767	324495
37298	43103	323401
27581	34862	329892
14916	41787	339309
20850	34734	330985
58640	43995	326391
42462	62177	333535
37648	24322	321690
37342	35855	322846
19966	48154	337641
59420	22982	340231
60823	18179	335745
63068	6765	325085
56496	48892	321615
42032	50311	339002
2528	49952	332434
26564	39287	334039
36287	16081	340088
13354	48862	324551
15092	55900	327003
18507	59842	325903
58196	63591	333720
10626	27113	327388
61300	32134	336974
11492	14986	321583
49995	26185	330541
41633	35194	337727
55006	18182	330833
37402	11069	330822
5818	21691	341127
48881	25220	340174
25123	47547	338740
34898	43437	335276
25978	48226	339548
15529	1686	331470
60338	47766	337732
1181	34720	322517
55660	53893	334120
36060	60169	321729
46821	46918	330566
39969	50256	329200
36011	41789	332641
20565	52595	334159
19895	62297	341165
27684	54576	324566
31699	8859	332401
998	14417	339301
6632	53355	328712
11463	52986	339370
62762	45161	340179
40798	53387	340523
33539	50239	327776
31145	34978	335315
1109	49574	325006
44170	61117	328693
33628	4983	328775
19970	28325	324376
10327	16316	332679
25412	55495	340904
8449	51370	326908
33867	7835	337411
53288	52092	324079
23100	59097	341022
945	40711	331542
20531	30060	323624
50376	60253	327528
6719	53782	324991
12418	4314	338268
10216	2172	327009
62079	55239	326787
46089	49057	332905
17989	23146	329503
37482	16978	333433
33490	39465	333411
39853	16369	328701
19097	42499	330374
12156	51169	338405
24488	20315	324811
57274	58810	326500
50860	11763	339373
22948	62659	324463
4853	27900	339101
1164	20246	330413
43426	43134	340038
16471	25591	336151
5519	22645	325744
1627	37921	340016
38487	28851	339588
2142	30856	324263
20046	7348	326127
62943	955	339928
22665	16345	337555
6018	14787	330134
34110	60058	331039
11272	41930	324880
17491	28783	340019
18695	17835	330639
28712	36426	334909
3901	3754	340719
48815	27853	334445
39521	33843	338655
5048	37027	323545
15745	402	323991
58828	62545	331576
49571	41067	329923
29209	26515	335131
38870	48319	332292
32102	53096	335531
40498	3818	324153
31721	13696	333897
15268	55583	340461
2415	12254	328983
23139	30999	329499
26757	56750	334078
50622	37755	330990
2282	24214	340606
2503	22500	336897
26110	61542	335380
1416	43192	323741
23170	5991	331753
49680	49538	321779
25237	1277	328288
39204	57180	326761
44962	29116	337438
58161	61596	322120
35430	17216	326768
46259	47915	321613
16583	12952	329368
20927	27564	334498
53372	41136	331680
6393	42459	337440
32309	52160	339731
35842	53220	330072
33154	62955	334095
53363	50502	322965
52059	48826	335139
44758	23458	339382
38992	26597	337179
26048	14655	327570
57270	35591	322306
38681	50310	328833
24146	32154	328712
25615	36927	326818
30158	40876	322788
10147	3508	322854
41375	61619	325580
25195	35323	332023
24923	27585	333046
34833	48760	324135
53561	34377	332559
779	48099	332576
57574	785	337289
43128	51041	327863
42564	4614	332152
37375	2117	322586
60267	21193	331553
33686	38245	330311
38094	39656	327144
5538	22101	331101
5316	21025	340982
27657	51034	334101
26777	53397	324035
5107	5544	331944
42684	51578	336154
5966	48156	326146
45980	55941	331568
62252	61316	337860
50563	1030	340732
19512	59561	339286
3560	59073	334148
62281	37262	324486
31689	42533	322250
30796	44396	333687
17597	36432	328553
46743	47087	321554
12091	57644	324482
22996	7333	327441
31627	22191	324637
28815	50640	324645
2125	48424	333116
21309	44641	331289
63417	29220	322310
32458	40969	326634
56109	18344	330216
34590	32444	333689
10668	9251	327167
53630	60499	328849
41312	56395	328028
1422	21810	330126
58472	48832	325047
43617	30894	322386
34195	34196	329269
62029	14426	328268
37235	36444	327417
46760	16281	330790
9705	46220	322110
6108	44302	330218
41916	2122	338948
4476	34555	325056
11640	5980	337555
32722	54120	330138
21786	19960	322506
63320	46217	333175
59041	28855	335963
4337	31674	339334
16099	48164	340216
58882	37434	330840
14730	14308	330841
43261	56914	327711
25316	23312	327550
47881	17505	330857
52660	55180	337219
11432	11829	338168
33408	49113	336547
24495	32407	327158
56283	31458	329140
4612	31485	340680
36053	4928	329351
59090	49820	334510
7134	13483	325416
9855	22456	336948
59798	48935	340125
8513	48757	327515
60542	46308	337847
17321	46744	333764
61619	49299	335473
46246	41703	325233
27794	31192	322650
33687	25462	334292
21455	29607	333551
20089	60458	324655
43817	24670	326378
16006	41424	339741
28325	38055	337448
19687	45457	334104
43464	9446	337523
22004	24302	325936
47793	52313	333939
49219	38848	331348
29131	46952	329349
33090	15662	334704
54536	17077	337246
27362	17057	332607
8673	41473	331638
31378	20380	332505
22531	20738	326403
35745	32974	326646
26756	43180	338736
35219	38293	341118
60886	26860	331581
21924	11181	324486
21711	12918	339417
13822	11784	337529
9793	24858	340329
48723	62460	322765
656	52620	326503
11152	26363	336671
3942	6451	326173
15698	43331	334395
3717	31533	327930
49613	42002	331904
31386	37249	340379
14501	44177	332989
44122	55545	329305
54689	48348	336688
43526	3819	333395
61007	10805	331791
2305	15727	325867
41966	10663	328275
54078	41562	331455
63277	55289	337929
54137	44622	336482
57863	45347	321712
47171	17736	335608
56264	4069	330471
9125	40412	327959
29704	27955	340676
12034	18658	334074
29598	2308	326914
31482	34047	322920
23981	45618	322864
52156	18263	338132
19806	15755	324399
30098	33104	321969
56980	4402	324454
42867	28031	330632
18679	11421	323979
21219	31879	330971
12159	31297	339164
18984	60974	329738
17920	55885	337443
46189	12266	338553
49713	20579	335821
18539	29354	329918
10293	52011	335490
22978	33991	334538
48796	12578	339847
39607	18439	323645
11836	2508	334539
21711	19484	335636
59350	20260	330380
47061	23767	321763
16140	28526	325184
55676	24046	328887
30018	29693	335710
32664	27929	340723
5932	49057	328622
4625	62696	323599
3682	10755	329973
59562	21738	328500
18268	50958	327786
60859	15519	322190
59734	41420	325002
30101	46675	329041
36693	47372	326819
43925	46007	325539
57077	20729	333166
45978	30767	325066
47770	49413	322099
46577	46354	338460
51798	14471	334157
60885	19380	329534
59945	8381	323266
35724	61375	331310
58779	4092	337560
11654	4202	326455
25895	19502	328764
57713	59188	339771
25544	29657	323316
27147	34813	333921
51558	51698	333125
47440	27942	330684
9171	45605	336631
22461	31322	340491
4469	14750	327343
35450	29539	341160
8818	32791	325197
50746	17641	326692
14053	29078	341030
22107	15137	327250
34481	43439	329820
34680	42413	332487
6574	60564	340364
53852	34645	324061
15486	27849	328873
9239	33520	323904
8432	36060	340553
45930	40225	333213
36669	48604	334187
13297	29991	325192
46248	15339	341069
1788	61014	326861
8611	49661	338434
50246	2393	329502
26417	48271	329834
52847	26	326254
28429	43098	339620
9726	32392	340410
5308	18558	332236
49361	58151	337640
42811	26145	336810
17044	30072	327964
53881	16967	322249
10048	25830	323980
150	32778	332417
20970	9774	335528
43053	52119	337665
49097	2074	340046
58275	38075	329381
39261	12627	327691
14410	52002	340773
42651	2481	324332
27181	25985	328062
16261	16237	326998
39187	1476	339680
58507	56092	339635
33141	6331	326707
46653	31252	335607
55320	24424	339139
59956	30532	339687
57793	16238	330158
6224	59805	334797
39939	60589	326100
38848	36406	328145
10327	10842	328469
48878	14703	335916
9880	63291	329957
22855	56407	322521
26998	24539	336143
23486	14096	325993
34773	12961	321918
22200	44484	337247
42998	18753	323935
31557	10444	326806
29816	11468	324431
40965	38269	323473
17898	15954	325407
54134	32053	325394
50144	1497	323884
3361	11690	322058
33161	59927	329937
9525	58999	328141
10877	49434	340468
22240	26306	327747
13205	25501	339333
21713	30266	332747
31459	32624	330737
19619	4982	336856
49359	55074	323534
52268	36513	339159
49885	41927	339675
37768	38652	335537
16922	44255	339720
28522	58293	325987
57654	8995	335611
56383	25649	321877
24089	53258	332670
16720	62473	340703
27180	63539	338653
19794	9339	324590
41138	15097	323875
38114	13792	332838
62854	60366	327911
5967	26432	335789
45338	49316	332057
27696	36716	326101
54132	21487	330619
48733	25628	332347
56143	20068	336641
13767	44976	328037
49183	11294	329085
49806	18760	325331
49078	53024	333752
24043	62060	327050
21819	43180	340612
61958	43681	333863
9292	43713	333011
38410	52752	337734
17292	48191	326045
59921	62916	333044
59711	25637	328953
42072	39349	337385
44693	26557	332766
44681	38800	339898
17025	47413	322216
29657	918	326676
19785	41409	332254
16044	48691	329891
25120	660	334352
29589	38733	335784
58750	26374	340915
6576	2562	325773
13139	33922	338153
37323	121	339883
9807	27000	324533
3939	28102	326718
13589	37305	333498
15625	59186	332209
41363	62250	335761
49352	35360	330861
14826	42028	327417
63264	29628	332051
41623	5814	338126
3913	55216	323301
37654	41883	334957
1461	14353	326912
43891	40028	322762
22087	2149	325066
35415	18287	334687
25379	7174	327020
5804	2262	331929
22079	44428	329757
18946	15214	323495
32735	23582	325845
14754	14469	331068
62622	18502	325660
35759	22980	333356
18474	34400	324882
47090	33702	323908
21986	47512	335096
50291	28781	330803
47604	60538	327310
15881	61875	339850
13161	7700	330085
62239	32149	340998
17770	40482	339256
30316	8324	330042
44987	30061	335380
37161	21096	323561
21891	16834	332926
12741	14335	337546
23849	32718	332068
35046	61381	322595
26706	20453	340038
1198	41416	333517
58601	29610	332215
33316	18411	329865
8917	10559	334366
40045	6618	337166
8743	61388	328148
34855	46726	329505
32407	12662	330884
46525	30769	328655
34285	40607	333835
20487	8424	322812
15222	34832	325781
14174	54653	338633
14717	11358	323185
54032	30021	332981
15318	50336	336712
122	51192	339080
9786	49588	341127
10352	63636	321876
23783	819	341020
31768	51041	326442
55239	22716	330648
45573	37027	339601
7216	23767	332245
38701	1882	335413
47560	24193	324969
22183	34719	330343
44009	62364	324855
6227	7719	340446
43650	59754	328424
39545	51916	328823
19898	26003	325056
6172	2156	335448
39648	11966	340040
30634	30211	335546
11065	28047	321627
51058	20580	327979
50246	32095	333240
41750	25644	338831
48858	7323	324299
41509	48546	334484
6655	16958	326125
29781	21114	341135
33949	57752	329472
46259	26497	322924
25696	54166	341169
36712	14582	334215
56245	16733	327496
27301	48389	323216
26713	27087	339325
51939	11697	330391
56101	19858	330276
59629	12703	328588
36111	60234	328680
63389	51003	339307
54480	52926	322605
11888	9099	339089
29449	22964	326478
20316	8129	330931
4492	18806	335535
7480	57622	338316
20631	13721	331312
7505	9401	338538
59790	49385	332882
40675	38429	336176
17068	35891	325048
37959	25865	339792
32382	18497	339705
20653	45893	325533
24688	19288	339189
26431	61188	331804
30650	40967	322879
5387	15628	338797
58707	43675	325052
50442	19222	334542
3325	36962	333631
33131	53420	332753
27000	6098	327300
12615	61885	329142
30330	40251	336296
18123	59347	333388
16133	31835	341148
58341	13831	335024
55821	22716	335813
34155	572	335800
30945	4721	330288
222	8993	336048
24349	52028	337371
40294	51107	339347
30114	48399	340185
43834	43073	340685
60764	29595	335699
35217	62347	332780
48531	61552	326195
19280	26884	332403
23041	60403	328657
1701	38012	332799
19862	4835	333911
15607	47147	331068
30977	9316	336151
13851	10489	339701
17049	41542	327014
19181	49249	326705
35776	59041	334615
28236	37159	339634
21962	48708	336921
45664	63199	324497
30152	42935	331286
62008	47070	336232
57288	33308	326148
15685	34561	333787
51111	6979	324132
35037	26834	339052
62077	28840	341111
21268	9803	338000
15620	33671	336350
28905	16067	340981
20707	56469	340137
62210	52161	326943
17773	31218	327046
30912	31893	332051
54567	29358	335317
5891	58353	322961
8353	10700	337422
12909	52419	323677
51071	2499	334071
41434	27490	330022
9563	15343	329069
51884	55386	334867
26390	6984	339396
48625	45913	333015
10609	49157	338424
54786	25963	329928
9425	46778	331026
30742	61834	336786
59732	58904	322290
8049	35098	340456
49778	45979	337885
2315	32703	338002
43298	59714	322318
31155	60589	337825
5161	6521	339271
47297	315	321883
27240	2595	339486
13347	29121	338997
13826	4704	329748
120	599	321825
47660	3871	323578
48258	58868	327079
12601	38056	328995
20699	4151	340300
18337	18496	340115
11223	12687	340351
43588	5771	333003
62981	5154	325596
25824	48385	338190
13926	27038	330704
39227	42756	323401
45515	1753	338328
34916	34825	332184
37826	28005	330812
51815	42918	340051
26865	28042	336486
58671	2728	340009
58922	26085	325101
27887	8680	331598
